809  5547  10956     238	809  5547  10956     26
810  5556  11185     218	810  5556  11185     20
811  5496  10722     242	811  5496  10722     22
812  5568  10757     246	812  5568  10757     22
813  5349  11408     216	813  5349  11408     26
814  5514  11201     254	814  5514  11201     20
815  5583  10794     230	815  5583  10794     24
816  5487  11220     220	816  5487  11220     26
817  5517  12448     216	817  5517  12448     26
818  5451  12909     174	818  5451  12909     26
819  5562  11382     244	819  5562  11382     20
820  5679  11406     258	820  5679  11406     18
821  5448  11632     198	821  5448  11632     26
822  5457  13215     144	822  5457  13215     24
823  5577  11310     224	823  5577  11310     20
824  5595  11307     230	824  5595  11307     22
825  5541  11848     212	825  5541  11848     24
826  5586  11861     214	826  5586  11861     24
827  5649  11270     252	827  5649  11270     24
828  5574  11537     236	828  5574  11537     22
829  5604  12046     174	829  5604  12046     24
830  5625  11502     242	830  5625  11502     22
831  5613  11276     238	831  5613  11276     22
832  5637  11253     272	832  5637  11253     22
833  5445  12345     204	833  5445  12345     30
834  5451  12334     200	834  5451  12334     30
835  5709  11347     224	835  5709  11347     24
836  5628  12019     180	836  5628  12019     22
837  5646  11571     206	837  5646  11571     24
838  5673  11563     226	838  5673  11563     24
839  5655  11468     244	839  5655  11468     26
840  5706  11745     220	840  5706  11745     26
841  5694  11217     262	841  5694  11217     22
842  5766  11494     236	842  5766  11494     24
843  5607  12007     210	843  5607  12007     26
844  5526  13253     198	844  5526  13253     22
845  5670  11839     238	845  5670  11839     20
846  5730  11634     228	846  5730  11634     24
847  5694  12717     190	847  5694  12717     24
848  5778  11725     230	848  5778  11725     22
849  5781  13138     212	849  5781  13138     26
850  5706  14571     232	850  5706  14571     30
851  5778  12158     234	851  5778  12158     20
852  5823  12194     244	852  5823  12194     24
853  5835  12113     242	853  5835  12113     24
854  5835  11792     236	854  5835  11792     22
855  5790  12257     220	855  5790  12257     22
856  5844  11756     242	856  5844  11756     26
857  5706  12883     194	857  5706  12883     24
858  5883  12456     198	858  5883  12456     22
859  5709  13220     196	859  5709  13220     30
860  5889  12849     216	860  5889  12849     24
861  5757  12002     226	861  5757  12002     22
862  5796  12145     218	862  5796  12145     28
863  5841  12356     214	863  5841  12356     26
864  5925  12220     224	864  5925  12220     26
865  5718  12756     220	865  5718  12756     30
866  5898  12918     208	866  5898  12918     24
867  5850  13140     192	867  5850  13140     24
868  5838  12380     246	868  5838  12380     24
869  5892  13264     208	869  5892  13264     24
870  6090  13601     258	870  6090  13601     24
871  5898  12536     214	871  5898  12536     24
872  6021  12320     220	872  6021  12320     24
873  5874  12565     212	873  5874  12565     24
874  5958  12254     230	874  5958  12254     22
875  5967  12150     280	875  5967  12150     22
876  5781  13767     180	876  5781  13767     28
877  6183  11886     256	877  6183  11886     22
878  5922  12569     222	878  5922  12569     22
879  6030  12856     216	879  6030  12856     28
880  6015  12073     262	880  6015  12073     22
881  6159  11841     272	881  6159  11841     22
882  6090  11982     262	882  6090  11982     24
883  5940  12074     258	883  5940  12074     20
884  6051  12743     232	884  6051  12743     22
885  6030  12488     256	885  6030  12488     22
886  6015  12747     234	886  6015  12747     26
887  6063  12139     236	887  6063  12139     24
888  6102  12100     244	888  6102  12100     20
889  6084  12294     240	889  6084  12294     22
890  6144  12994     216	890  6144  12994     22
891  6213  12275     252	891  6213  12275     20
892  6267  12277     260	892  6267  12277     20
893  6105  12320     244	893  6105  12320     30
894  6117  12558     234	894  6117  12558     26
895  6078  12574     224	895  6078  12574     22
896  6216  11970     278	896  6216  11970     22
897  6123  13087     212	897  6123  13087     28
898  6177  12408     268	898  6177  12408     18
899  5955  12825     212	899  5955  12825     26
900  5934  12968     224	900  5934  12968     26
901  6198  12540     234	901  6198  12540     24
902  6225  12221     252	902  6225  12221     26
903  6168  12625     244	903  6168  12625     22
904  6216  12836     214	904  6216  12836     22
905  6090  13965     186	905  6090  13965     28
906  6138  12999     218	906  6138  12999     24
907  6282  12392     258	907  6282  12392     30
908  6252  12567     250	908  6252  12567     28
909  6165  13286     238	909  6165  13286     26
910  6165  13242     240	910  6165  13242     26
911  6291  13297     240	911  6291  13297     22
912  6303  13966     198	912  6303  13966     22
913  6285  13389     270	913  6285  13389     22
914  6306  14086     228	914  6306  14086     26
915  6537  11790     280	915  6537  11790     22
916  6471  12605     288	916  6471  12605     26
917  6300  12881     230	917  6300  12881     24
918  6333  12997     246	918  6333  12997     32
919  6204  14258     188	919  6204  14258     24
920  6333  13205     256	920  6333  13205     22
921  6399  12762     252	921  6399  12762     22
922  6483  12630     258	922  6483  12630     20
923  6444  13668     228	923  6444  13668     22
924  6498  12915     238	924  6498  12915     24
925  6234  14098     196	925  6234  14098     28
926  6264  13768     234	926  6264  13768     28
927  6537  12807     216	927  6537  12807     28
928  6543  13894     180	928  6543  13894     28
929  6489  13023     248	929  6489  13023     26
930  6555  13063     276	930  6555  13063     24
931  6336  14123     240	931  6336  14123     28
932  6339  14278     206	932  6339  14278     24
933  6333  13542     244	933  6333  13542     24
934  6300  13702     234	934  6300  13702     24
935  6561  12752     296	935  6561  12752     22
936  6546  12872     294	936  6546  12872     22
937  6285  13594     232	937  6285  13594     24
938  6471  12855     270	938  6471  12855     22
939  6597  12830     296	939  6597  12830     24
940  6555  13007     320	940  6555  13007     22
941  6399  13812     242	941  6399  13812     22
942  6420  13190     256	942  6420  13190     34
943  6327  13573     258	943  6327  13573     18
944  6507  13569     232	944  6507  13569     22
945  6486  13540     242	945  6486  13540     28
946  6474  13451     242	946  6474  13451     26
947  6438  13998     250	947  6438  13998     30
948  6561  13421     278	948  6561  13421     24
949  6549  12863     256	949  6549  12863     22
950  6660  13237     258	950  6660  13237     22
951  6588  13574     276	951  6588  13574     22
952  6570  13890     196	952  6570  13890     24
953  6714  13146     300	953  6714  13146     26
954  6732  13208     286	954  6732  13208     26
955  6564  14171     266	955  6564  14171     28
956  6762  13920     278	956  6762  13920     26
957  6489  14737     212	957  6489  14737     26
958  6504  13809     226	958  6504  13809     24
959  6642  13585     278	959  6642  13585     24
960  6447  14778     212	960  6447  14778     30
961  6723  13541     272	961  6723  13541     22
962  6609  12909     288	962  6609  12909     22
963  6774  13960     224	963  6774  13960     36
964  6786  13439     236	964  6786  13439     26
965  6753  14154     258	965  6753  14154     22
966  6843  14030     260	966  6843  14030     24
967  6774  13404     284	967  6774  13404     22
968  6786  13324     280	968  6786  13324     22
969  6921  13588     286	969  6921  13588     26
970  6798  14040     264	970  6798  14040     24
971  6591  15177     226	971  6591  15177     32
972  6690  14334     264	972  6690  14334     26
973  6822  13428     280	973  6822  13428     26
974  6828  13482     302	974  6828  13482     26
975  6912  13332     260	975  6912  13332     20
976  6939  13514     266	976  6939  13514     22
977  6807  13570     278	977  6807  13570     24
978  6912  13219     298	978  6912  13219     20
979  6870  13804     280	979  6870  13804     24
980  6780  13884     286	980  6780  13884     22
981  7002  13209     286	981  7002  13209     22
982  6990  13222     286	982  6990  13222     22
983  6690  14190     270	983  6690  14190     32
984  6723  14295     240	984  6723  14295     26
985  6861  14415     240	985  6861  14415     28
986  6909  13290     302	986  6909  13290     20
987  6906  13714     302	987  6906  13714     22
988  6939  13599     278	988  6939  13599     22
989  6786  15576     178	989  6786  15576     28
990  6861  14631     216	990  6861  14631     24
991  6735  14728     226	991  6735  14728     26
992  6930  14028     276	992  6930  14028     28
993  6816  14122     300	993  6816  14122     20
994  6954  14565     260	994  6954  14565     24
995  7083  13531     326	995  7083  13531     26
996  6852  14898     238	996  6852  14898     24
997  6999  14099     276	997  6999  14099     26
998  7032  14546     254	998  7032  14546     22
999  7029  14111     292	999  7029  14111     24
1000  6939  14286     312	1000  6939  14286     24
