311  1797  3639     106	311  1797  3639     14
312  1827  3714     90	312  1827  3714     20
313  1818  3705     104	313  1818  3705     18
314  1833  3681     110	314  1833  3681     20
315  1827  3694     100	315  1827  3694     18
316  1827  3726     94	316  1827  3726     20
317  1881  3615     118	317  1881  3615     20
318  1845  3647     106	318  1845  3647     18
319  1836  4054     92	319  1836  4054     26
320  1869  4032     86	320  1869  4032     22
321  1893  3594     126	321  1893  3594     18
322  1938  3742     110	322  1938  3742     20
323  1923  3710     114	323  1923  3710     18
324  1890  3658     116	324  1890  3658     16
325  1875  3980     100	325  1875  3980     18
326  1902  3807     108	326  1902  3807     18
327  1896  3808     116	327  1896  3808     20
328  1905  3839     106	328  1905  3839     18
329  1929  4013     90	329  1929  4013     24
330  1956  3842     106	330  1956  3842     18
331  1965  3929     110	331  1965  3929     22
332  1941  3912     122	332  1941  3912     20
333  2031  3782     106	333  2031  3782     16
334  1917  4000     100	334  1917  4000     16
335  1968  4002     100	335  1968  4002     18
336  1956  4059     104	336  1956  4059     20
337  1887  4803     70	337  1887  4803     28
338  1962  4491     84	338  1962  4491     20
339  2067  3935     128	339  2067  3935     16
340  2109  3960     134	340  2109  3960     16
341  1956  4112     94	341  1956  4112     26
342  2013  3997     102	342  2013  3997     22
343  2019  4027     118	343  2019  4027     20
344  1983  4751     80	344  1983  4751     24
345  1986  4529     96	345  1986  4529     22
346  1974  4393     96	346  1974  4393     20
347  2004  4368     116	347  2004  4368     20
348  2097  4142     120	348  2097  4142     18
349  2052  4198     94	349  2052  4198     20
350  2088  4075     118	350  2088  4075     16
351  2082  4436     102	351  2082  4436     18
352  2112  4245     122	352  2112  4245     20
353  2088  4596     84	353  2088  4596     18
354  2040  4586     86	354  2040  4586     18
355  2058  4544     108	355  2058  4544     22
356  2091  4532     104	356  2091  4532     22
357  2070  4801     86	357  2070  4801     26
358  2082  5154     78	358  2082  5154     24
359  2163  4379     122	359  2163  4379     20
360  2211  4326     114	360  2211  4326     24
361  2223  4210     130	361  2223  4210     20
362  2205  4601     98	362  2205  4601     20
363  2169  4440     114	363  2169  4440     18
364  2169  4582     116	364  2169  4582     24
365  2244  4517     114	365  2244  4517     18
366  2256  4566     126	366  2256  4566     18
367  2172  4576     98	367  2172  4576     26
368  2160  4692     94	368  2160  4692     26
369  2163  4855     100	369  2163  4855     28
370  2223  4470     134	370  2223  4470     16
371  2295  4517     112	371  2295  4517     20
372  2223  4610     110	372  2223  4610     22
373  2235  4417     132	373  2235  4417     22
374  2211  4587     106	374  2211  4587     18
375  2235  4703     98	375  2235  4703     22
376  2229  4803     92	376  2229  4803     18
377  2355  4597     110	377  2355  4597     22
378  2313  4711     100	378  2313  4711     24
379  2244  4800     116	379  2244  4800     20
380  2232  5115     100	380  2232  5115     24
381  2316  5022     112	381  2316  5022     24
382  2289  4730     124	382  2289  4730     22
383  2310  4672     122	383  2310  4672     18
384  2385  4646     126	384  2385  4646     22
385  2439  4556     134	385  2439  4556     18
386  2352  4662     120	386  2352  4662     18
387  2328  4537     130	387  2328  4537     24
388  2394  5007     94	388  2394  5007     22
389  2373  4760     134	389  2373  4760     22
390  2322  4819     114	390  2322  4819     22
391  2376  4891     108	391  2376  4891     18
392  2364  4850     122	392  2364  4850     20
393  2283  5339     100	393  2283  5339     20
394  2319  5406     110	394  2319  5406     20
395  2322  5091     108	395  2322  5091     22
396  2382  4959     116	396  2382  4959     16
397  2424  4773     124	397  2424  4773     16
398  2418  4891     120	398  2418  4891     18
399  2388  5228     114	399  2388  5228     16
400  2391  5004     168	400  2391  5004     16
401  2406  4972     126	401  2406  4972     20
402  2478  4929     104	402  2478  4929     26
403  2373  5746     112	403  2373  5746     26
404  2421  5606     124	404  2421  5606     18
405  2457  5129     122	405  2457  5129     18
406  2469  5126     136	406  2469  5126     20
407  2583  4872     126	407  2583  4872     18
408  2487  5006     122	408  2487  5006     20
409  2415  5147     136	409  2415  5147     22
410  2556  5124     140	410  2556  5124     22
411  2442  5633     104	411  2442  5633     24
412  2550  5295     124	412  2550  5295     18
413  2481  5398     126	413  2481  5398     18
414  2499  5431     118	414  2499  5431     20
415  2547  4950     136	415  2547  4950     18
416  2508  5126     116	416  2508  5126     24
417  2562  5290     114	417  2562  5290     24
418  2400  5851     88	418  2400  5851     22
419  2538  5651     132	419  2538  5651     24
420  2598  5759     110	420  2598  5759     24
421  2502  5634     104	421  2502  5634     18
422  2532  5497     134	422  2532  5497     22
423  2520  5635     130	423  2520  5635     22
424  2538  5462     122	424  2538  5462     22
425  2553  5420     118	425  2553  5420     22
426  2568  5452     116	426  2568  5452     22
427  2646  5404     122	427  2646  5404     16
428  2622  5162     134	428  2622  5162     22
429  2592  5609     130	429  2592  5609     18
430  2610  5572     118	430  2610  5572     24
431  2679  5207     146	431  2679  5207     20
432  2646  5237     150	432  2646  5237     22
433  2607  5505     118	433  2607  5505     24
434  2628  5873     86	434  2628  5873     20
435  2685  5400     160	435  2685  5400     18
436  2697  5835     124	436  2697  5835     18
437  2655  5842     104	437  2655  5842     20
438  2613  5945     118	438  2613  5945     22
439  2646  6248     96	439  2646  6248     26
440  2691  5233     134	440  2691  5233     18
441  2637  5683     130	441  2637  5683     18
442  2568  6309     98	442  2568  6309     24
443  2775  5673     142	443  2775  5673     22
444  2673  5939     124	444  2673  5939     20
445  2670  6466     112	445  2670  6466     24
446  2760  5801     140	446  2760  5801     22
447  2706  5511     116	447  2706  5511     22
448  2757  5508     160	448  2757  5508     20
449  2733  5606     130	449  2733  5606     22
450  2691  5856     126	450  2691  5856     18
451  2742  6202     108	451  2742  6202     24
452  2733  6148     116	452  2733  6148     18
453  2820  5520     160	453  2820  5520     18
454  2730  5759     140	454  2730  5759     22
455  2745  6013     112	455  2745  6013     22
456  2796  5863     126	456  2796  5863     22
457  2817  6004     118	457  2817  6004     24
458  2874  5783     136	458  2874  5783     22
459  2859  5895     152	459  2859  5895     20
460  2826  5960     144	460  2826  5960     22
461  2823  6225     104	461  2823  6225     24
462  2790  6738     98	462  2790  6738     28
463  2856  5846     132	463  2856  5846     18
464  2910  5725     148	464  2910  5725     18
465  2748  6127     116	465  2748  6127     32
466  2895  5844     138	466  2895  5844     24
467  2895  6088     144	467  2895  6088     20
468  2913  5855     144	468  2913  5855     18
469  2778  6213     138	469  2778  6213     26
470  2805  7059     98	470  2805  7059     26
471  2973  5715     154	471  2973  5715     20
472  2991  5664     164	472  2991  5664     20
473  2874  6420     120	473  2874  6420     24
474  2916  6475     120	474  2916  6475     22
475  2919  6174     156	475  2919  6174     20
476  2865  6280     144	476  2865  6280     18
477  2901  6028     134	477  2901  6028     20
478  2934  6022     150	478  2934  6022     20
479  2931  6176     130	479  2931  6176     18
480  2919  6188     138	480  2919  6188     18
481  3024  6152     180	481  3024  6152     22
482  2928  6509     142	482  2928  6509     20
483  3000  5985     142	483  3000  5985     20
484  2934  5940     164	484  2934  5940     18
485  3051  6098     154	485  3051  6098     22
486  2988  6786     112	486  2988  6786     28
487  2955  6063     138	487  2955  6063     20
488  2940  6087     142	488  2940  6087     24
489  3027  5913     166	489  3027  5913     20
490  3087  5891     178	490  3087  5891     20
491  3033  6209     166	491  3033  6209     20
492  3036  6542     142	492  3036  6542     20
493  3084  6137     178	493  3084  6137     22
494  3093  6472     146	494  3093  6472     18
495  3096  6517     112	495  3096  6517     16
496  3105  6186     136	496  3105  6186     22
497  3060  6711     114	497  3060  6711     24
498  3039  6768     118	498  3039  6768     24
499  3138  6527     154	499  3138  6527     18
500  3138  6517     152	500  3138  6517     18
501  3108  6445     172	501  3108  6445     20
502  3114  6959     114	502  3114  6959     18
503  3096  6081     184	503  3096  6081     16
504  3081  6720     116	504  3081  6720     22
505  3108  6436     162	505  3108  6436     20
506  3171  6258     166	506  3171  6258     20
507  3093  7423     144	507  3093  7423     20
508  3171  7098     128	508  3171  7098     20
509  3249  6200     176	509  3249  6200     28
510  3222  6339     160	510  3222  6339     22
511  3096  7244     110	511  3096  7244     24
512  3237  6461     158	512  3237  6461     24
513  3210  6567     168	513  3210  6567     20
514  3144  6842     130	514  3144  6842     18
515  3204  6871     142	515  3204  6871     20
516  3186  6741     140	516  3186  6741     22
517  3162  7057     124	517  3162  7057     26
518  3219  6560     160	518  3219  6560     20
519  3261  6790     152	519  3261  6790     20
520  3171  6959     152	520  3171  6959     20
521  3243  6894     132	521  3243  6894     22
522  3372  6469     162	522  3372  6469     18
523  3327  6372     170	523  3327  6372     18
524  3357  6316     168	524  3357  6316     18
525  3318  6831     152	525  3318  6831     22
526  3309  6889     152	526  3309  6889     22
527  3297  7020     142	527  3297  7020     18
528  3402  6386     208	528  3402  6386     16
529  3267  8127     116	529  3267  8127     30
530  3234  7786     114	530  3234  7786     24
531  3336  6993     144	531  3336  6993     22
532  3378  6936     142	532  3378  6936     20
533  3342  7018     162	533  3342  7018     20
534  3378  6901     176	534  3378  6901     16
535  3387  6927     166	535  3387  6927     20
536  3408  7322     136	536  3408  7322     22
537  3369  6744     186	537  3369  6744     24
538  3444  6534     202	538  3444  6534     18
539  3582  6462     202	539  3582  6462     20
540  3570  6534     194	540  3570  6534     20
541  3351  7253     134	541  3351  7253     20
542  3474  6933     156	542  3474  6933     20
543  3561  6990     158	543  3561  6990     22
544  3393  6929     168	544  3393  6929     18
545  3510  6927     166	545  3510  6927     20
546  3492  6967     154	546  3492  6967     22
547  3489  6581     194	547  3489  6581     20
548  3516  6729     174	548  3516  6729     20
549  3444  7239     146	549  3444  7239     18
550  3456  6898     184	550  3456  6898     22
551  3522  6895     184	551  3522  6895     20
552  3468  7077     154	552  3468  7077     20
553  3585  6939     178	553  3585  6939     20
554  3612  7155     152	554  3612  7155     22
555  3483  7057     162	555  3483  7057     24
556  3513  7583     146	556  3513  7583     20
557  3486  7221     178	557  3486  7221     24
558  3561  7089     162	558  3561  7089     22
559  3519  7755     140	559  3519  7755     22
560  3504  7387     152	560  3504  7387     22
561  3543  7377     148	561  3543  7377     20
562  3549  7788     150	562  3549  7788     22
563  3531  7508     154	563  3531  7508     22
564  3537  7507     166	564  3537  7507     22
565  3540  7776     166	565  3540  7776     24
566  3543  7948     160	566  3543  7948     28
567  3543  8170     150	567  3543  8170     24
568  3567  7371     166	568  3567  7371     28
569  3594  7534     176	569  3594  7534     24
570  3612  7667     158	570  3612  7667     24
571  3573  7680     150	571  3573  7680     24
572  3738  7455     156	572  3738  7455     20
573  3663  7527     160	573  3663  7527     20
574  3744  7528     170	574  3744  7528     20
575  3681  7631     172	575  3681  7631     22
576  3636  7532     178	576  3636  7532     24
577  3675  7555     164	577  3675  7555     20
578  3711  7437     188	578  3711  7437     18
579  3651  7467     184	579  3651  7467     18
580  3741  7594     182	580  3741  7594     18
581  3672  8286     130	581  3672  8286     22
582  3675  7844     190	582  3675  7844     22
583  3723  7293     182	583  3723  7293     20
584  3717  7317     194	584  3717  7317     20
585  3804  7681     172	585  3804  7681     22
586  3696  7955     134	586  3696  7955     20
587  3759  8816     130	587  3759  8816     20
588  3672  8407     166	588  3672  8407     26
589  3699  8115     156	589  3699  8115     24
590  3711  7959     168	590  3711  7959     24
591  3795  8198     174	591  3795  8198     28
592  3780  7769     170	592  3780  7769     20
593  3792  7992     154	593  3792  7992     22
594  3825  8017     158	594  3825  8017     26
595  3828  8164     178	595  3828  8164     18
596  3768  7902     198	596  3768  7902     18
597  3765  8139     168	597  3765  8139     26
598  3810  8312     180	598  3810  8312     20
599  3879  8367     206	599  3879  8367     24
600  3768  9163     140	600  3768  9163     24
601  3888  7755     182	601  3888  7755     22
602  3894  7705     178	602  3894  7705     22
603  3855  8132     184	603  3855  8132     24
604  3942  7789     168	604  3942  7789     20
605  3954  7961     172	605  3954  7961     22
606  3906  7580     186	606  3906  7580     18
607  3831  8612     144	607  3831  8612     26
608  3927  8138     154	608  3927  8138     22
609  3813  8630     180	609  3813  8630     22
610  3828  8644     180	610  3828  8644     22
611  3951  7851     184	611  3951  7851     24
612  3936  7944     188	612  3936  7944     26
613  3930  8278     188	613  3930  8278     20
614  3855  8761     120	614  3855  8761     22
615  3975  8050     188	615  3975  8050     24
616  3918  8958     142	616  3918  8958     20
617  3888  8976     132	617  3888  8976     30
618  3930  8578     146	618  3930  8578     26
619  4020  8174     228	619  4020  8174     20
620  3963  8357     178	620  3963  8357     22
621  4026  8075     180	621  4026  8075     20
622  3945  7861     182	622  3945  7861     20
623  4029  8061     180	623  4029  8061     20
624  4020  8041     194	624  4020  8041     16
625  4071  8314     192	625  4071  8314     24
626  3978  8880     154	626  3978  8880     26
627  3972  9099     202	627  3972  9099     18
628  4017  9064     160	628  4017  9064     26
629  4011  8627     196	629  4011  8627     26
630  3990  8716     184	630  3990  8716     20
631  3969  8651     164	631  3969  8651     20
632  3966  8661     174	632  3966  8661     20
633  4047  8590     178	633  4047  8590     22
634  4056  8662     168	634  4056  8662     22
635  4140  8110     216	635  4140  8110     24
636  4185  8033     216	636  4185  8033     20
637  4083  8246     202	637  4083  8246     20
638  4128  8353     186	638  4128  8353     20
639  4128  8649     182	639  4128  8649     20
640  4089  8548     182	640  4089  8548     22
641  4128  8483     160	641  4128  8483     20
642  4164  8971     152	642  4164  8971     24
643  4182  8428     190	643  4182  8428     24
644  4188  8525     188	644  4188  8525     24
645  4185  8901     178	645  4185  8901     22
646  4137  8623     176	646  4137  8623     24
647  4221  8743     180	647  4221  8743     18
648  4266  8327     194	648  4266  8327     22
649  4140  8757     184	649  4140  8757     20
650  4185  8867     150	650  4185  8867     22
651  4272  9094     180	651  4272  9094     24
652  4170  8671     196	652  4170  8671     20
653  4200  9197     140	653  4200  9197     28
654  4290  8125     220	654  4290  8125     24
655  4266  9061     208	655  4266  9061     22
656  4200  8968     222	656  4200  8968     20
657  4314  8480     222	657  4314  8480     20
658  4287  8716     186	658  4287  8716     20
659  4302  8745     210	659  4302  8745     22
660  4320  8545     206	660  4320  8545     22
661  4356  8597     192	661  4356  8597     22
662  4368  8884     204	662  4368  8884     22
663  4296  9043     162	663  4296  9043     26
664  4362  8583     214	664  4362  8583     20
665  4485  8371     220	665  4485  8371     18
666  4491  8581     214	666  4491  8581     20
667  4320  8603     222	667  4320  8603     22
668  4380  8704     190	668  4380  8704     24
669  4434  8782     196	669  4434  8782     20
670  4446  8562     234	670  4446  8562     20
671  4464  8676     212	671  4464  8676     20
672  4467  9375     166	672  4467  9375     28
673  4422  8750     222	673  4422  8750     22
674  4431  8893     196	674  4431  8893     24
675  4365  9913     168	675  4365  9913     22
676  4377  9495     180	676  4377  9495     26
677  4422  9034     236	677  4422  9034     28
678  4386  9734     166	678  4386  9734     22
679  4470  9335     172	679  4470  9335     22
680  4308  9016     210	680  4308  9016     24
681  4572  8711     222	681  4572  8711     16
682  4593  8708     220	682  4593  8708     20
683  4494  9145     202	683  4494  9145     16
684  4449  9629     148	684  4449  9629     20
685  4455  9495     168	685  4455  9495     24
686  4572  9206     186	686  4572  9206     26
687  4572  9034     210	687  4572  9034     22
688  4587  9043     226	688  4587  9043     24
689  4611  9482     188	689  4611  9482     26
690  4602  9300     214	690  4602  9300     18
691  4563  9204     194	691  4563  9204     24
692  4545  8989     192	692  4545  8989     20
693  4647  9946     152	693  4647  9946     28
694  4449  10386     122	694  4449  10386     26
695  4572  9148     204	695  4572  9148     20
696  4614  9065     204	696  4614  9065     22
697  4515  9860     174	697  4515  9860     24
698  4446  9811     160	698  4446  9811     26
699  4599  9510     188	699  4599  9510     18
700  4461  9827     170	700  4461  9827     20
701  4632  9339     196	701  4632  9339     24
702  4683  9362     192	702  4683  9362     24
703  4695  9187     214	703  4695  9187     22
704  4698  9108     202	704  4698  9108     28
705  4737  8957     208	705  4737  8957     20
706  4710  9153     200	706  4710  9153     24
707  4707  9436     204	707  4707  9436     28
708  4803  9146     252	708  4803  9146     18
709  4602  9925     156	709  4602  9925     26
710  4647  10221     166	710  4647  10221     24
711  4707  9073     258	711  4707  9073     24
712  4773  9021     256	712  4773  9021     18
713  4800  9857     214	713  4800  9857     24
714  4791  9656     200	714  4791  9656     24
715  4749  9939     182	715  4749  9939     20
716  4857  9215     216	716  4857  9215     22
717  4869  9288     214	717  4869  9288     24
718  4887  9410     210	718  4887  9410     22
719  4794  9927     184	719  4794  9927     26
720  4896  9336     226	720  4896  9336     24
721  4590  10651     160	721  4590  10651     24
722  4605  10670     166	722  4605  10670     24
723  4752  10147     186	723  4752  10147     26
724  4782  9921     196	724  4782  9921     20
725  4752  11102     184	725  4752  11102     24
726  4830  10476     192	726  4830  10476     28
727  4929  10051     184	727  4929  10051     24
728  4983  9293     224	728  4983  9293     26
729  4881  9508     224	729  4881  9508     24
730  4917  9983     176	730  4917  9983     22
731  4917  9867     208	731  4917  9867     24
732  4830  9930     214	732  4830  9930     24
733  4749  11571     158	733  4749  11571     28
734  4902  11181     166	734  4902  11181     26
735  4797  10291     216	735  4797  10291     24
736  4905  10537     174	736  4905  10537     26
737  4905  10355     200	737  4905  10355     24
738  4908  10394     186	738  4908  10394     24
739  4863  10369     188	739  4863  10369     22
740  4845  10476     206	740  4845  10476     22
741  4920  10104     214	741  4920  10104     24
742  4959  10063     214	742  4959  10063     22
743  4866  11305     134	743  4866  11305     26
744  4872  11368     138	744  4872  11368     26
745  4908  9615     264	745  4908  9615     20
746  4857  10513     170	746  4857  10513     26
747  4914  10121     218	747  4914  10121     24
748  5019  10611     180	748  5019  10611     24
749  4932  10349     206	749  4932  10349     22
750  4980  10216     200	750  4980  10216     22
751  4941  10341     196	751  4941  10341     20
752  4986  10594     196	752  4986  10594     26
753  4989  10622     208	753  4989  10622     26
754  4935  10446     196	754  4935  10446     22
755  5058  10463     198	755  5058  10463     24
756  5037  11131     164	756  5037  11131     26
757  5160  10242     220	757  5160  10242     26
758  5163  10259     222	758  5163  10259     26
759  4989  10980     190	759  4989  10980     28
760  5055  10312     228	760  5055  10312     18
761  5166  10035     260	761  5166  10035     20
762  5073  10310     242	762  5073  10310     22
763  5166  10206     210	763  5166  10206     24
764  5169  9892     242	764  5169  9892     22
765  5220  10535     208	765  5220  10535     22
766  5151  11045     178	766  5151  11045     24
767  5115  11836     212	767  5115  11836     30
768  5145  10839     230	768  5145  10839     22
769  5085  10524     208	769  5085  10524     22
770  5256  10021     268	770  5256  10021     22
771  5310  9894     266	771  5310  9894     20
772  5256  9906     272	772  5256  9906     20
773  5181  10554     222	773  5181  10554     20
774  5112  11041     194	774  5112  11041     20
775  5142  10727     180	775  5142  10727     26
776  5247  10791     164	776  5247  10791     28
777  5151  11975     190	777  5151  11975     24
778  5211  10885     222	778  5211  10885     18
779  5106  11067     194	779  5106  11067     30
780  5193  11333     176	780  5193  11333     28
781  5148  11178     210	781  5148  11178     20
782  5271  11092     214	782  5271  11092     24
783  5199  10718     214	783  5199  10718     22
784  5382  10309     234	784  5382  10309     24
785  5151  10931     184	785  5151  10931     30
786  5343  10473     222	786  5343  10473     22
787  5283  10908     234	787  5283  10908     20
788  5274  10907     226	788  5274  10907     20
789  5241  12442     208	789  5241  12442     24
790  5043  12793     144	790  5043  12793     24
791  5358  10684     230	791  5358  10684     24
792  5346  10856     214	792  5346  10856     26
793  5367  10978     226	793  5367  10978     20
794  5427  10497     232	794  5427  10497     22
795  5385  10888     228	795  5385  10888     28
796  5292  11433     178	796  5292  11433     26
797  5427  10945     202	797  5427  10945     22
798  5361  10778     214	798  5361  10778     18
799  5373  10863     224	799  5373  10863     24
800  5409  10876     248	800  5409  10876     20
801  5442  11228     210	801  5442  11228     22
802  5268  11419     206	802  5268  11419     26
803  5349  11152     190	803  5349  11152     26
804  5340  11138     228	804  5340  11138     26
805  5520  10612     244	805  5520  10612     20
806  5496  10688     248	806  5496  10688     20
807  5451  11221     242	807  5451  11221     24
808  5391  11015     244	808  5391  11015     22
